,대여날짜,대여년,대여월,대여일,대여시,대여량
25663,2018-11-26,2018,11,26,10,950
25664,2018-11-26,2018,11,26,11,1103
25665,2018-11-26,2018,11,26,12,1307
25666,2018-11-26,2018,11,26,13,1269
25667,2018-11-26,2018,11,26,14,1373
25668,2018-11-26,2018,11,26,15,1448
25669,2018-11-26,2018,11,26,16,1676
25670,2018-11-26,2018,11,26,17,2150
25671,2018-11-26,2018,11,26,18,3340
25672,2018-11-26,2018,11,26,19,2163
25673,2018-11-26,2018,11,26,20,1726
25674,2018-11-26,2018,11,26,21,1687
25675,2018-11-26,2018,11,26,22,1547
25676,2018-11-26,2018,11,26,23,1022
25677,2018-11-27,2018,11,27,00,887
25678,2018-11-27,2018,11,27,01,760
25679,2018-11-27,2018,11,27,02,507
25680,2018-11-27,2018,11,27,03,306
25681,2018-11-27,2018,11,27,04,168
25682,2018-11-27,2018,11,27,05,224
25683,2018-11-27,2018,11,27,06,483
25684,2018-11-27,2018,11,27,07,1349
25685,2018-11-27,2018,11,27,08,2870
25686,2018-11-27,2018,11,27,09,1377
25687,2018-11-27,2018,11,27,10,985
25688,2018-11-27,2018,11,27,11,1041
25689,2018-11-27,2018,11,27,12,1126
25690,2018-11-27,2018,11,27,13,1142
25691,2018-11-27,2018,11,27,14,1061
25692,2018-11-27,2018,11,27,15,1124
25693,2018-11-27,2018,11,27,16,1389
25694,2018-11-27,2018,11,27,17,1905
25695,2018-11-27,2018,11,27,18,2997
25696,2018-11-27,2018,11,27,19,1807
25697,2018-11-27,2018,11,27,20,1449
25698,2018-11-27,2018,11,27,21,1430
25699,2018-11-27,2018,11,27,22,1321
25700,2018-11-27,2018,11,27,23,1014
25701,2018-11-28,2018,11,28,00,812
25702,2018-11-28,2018,11,28,01,763
25703,2018-11-28,2018,11,28,02,484
25704,2018-11-28,2018,11,28,03,309
25705,2018-11-28,2018,11,28,04,215
25706,2018-11-28,2018,11,28,05,208
25707,2018-11-28,2018,11,28,06,447
25708,2018-11-28,2018,11,28,07,1276
25709,2018-11-28,2018,11,28,08,2799
25710,2018-11-28,2018,11,28,09,1314
25711,2018-11-28,2018,11,28,10,936
25712,2018-11-28,2018,11,28,11,1004
25713,2018-11-28,2018,11,28,12,1130
25714,2018-11-28,2018,11,28,13,1194
25715,2018-11-28,2018,11,28,14,1224
25716,2018-11-28,2018,11,28,15,1369
25717,2018-11-28,2018,11,28,16,1465
25718,2018-11-28,2018,11,28,17,1987
25719,2018-11-28,2018,11,28,18,2916
25720,2018-11-28,2018,11,28,19,1829
25721,2018-11-28,2018,11,28,20,1445
25722,2018-11-28,2018,11,28,21,1503
25723,2018-11-28,2018,11,28,22,1458
25724,2018-11-28,2018,11,28,23,958
25725,2018-11-29,2018,11,29,00,911
25726,2018-11-29,2018,11,29,01,832
25727,2018-11-29,2018,11,29,02,574
25728,2018-11-29,2018,11,29,03,336
25729,2018-11-29,2018,11,29,04,195
25730,2018-11-29,2018,11,29,05,205
25731,2018-11-29,2018,11,29,06,486
25732,2018-11-29,2018,11,29,07,1304
25733,2018-11-29,2018,11,29,08,2969
25734,2018-11-29,2018,11,29,09,1377
25735,2018-11-29,2018,11,29,10,993
25736,2018-11-29,2018,11,29,11,1038
25737,2018-11-29,2018,11,29,12,1124
25738,2018-11-29,2018,11,29,13,1064
25739,2018-11-29,2018,11,29,14,1129
25740,2018-11-29,2018,11,29,15,1125
25741,2018-11-29,2018,11,29,16,1344
25742,2018-11-29,2018,11,29,17,1800
25743,2018-11-29,2018,11,29,18,2974
25744,2018-11-29,2018,11,29,19,1799
25745,2018-11-29,2018,11,29,20,1460
25746,2018-11-29,2018,11,29,21,1444
25747,2018-11-29,2018,11,29,22,1359
25748,2018-11-29,2018,11,29,23,1036
25749,2018-11-30,2018,11,30,00,854
25750,2018-11-30,2018,11,30,01,792
25751,2018-11-30,2018,11,30,02,524
25752,2018-11-30,2018,11,30,03,373
25753,2018-11-30,2018,11,30,04,197
25754,2018-11-30,2018,11,30,05,238
25755,2018-11-30,2018,11,30,06,450
25756,2018-11-30,2018,11,30,07,1225
25757,2018-11-30,2018,11,30,08,2681
25758,2018-11-30,2018,11,30,09,1357
25759,2018-11-30,2018,11,30,10,870
25760,2018-11-30,2018,11,30,11,1057
25761,2018-11-30,2018,11,30,12,1212
25762,2018-11-30,2018,11,30,13,1256
25763,2018-11-30,2018,11,30,14,1347
25764,2018-11-30,2018,11,30,15,1340
25765,2018-11-30,2018,11,30,16,1453
25766,2018-11-30,2018,11,30,17,1936
25767,2018-11-30,2018,11,30,18,2658
25768,2018-11-30,2018,11,30,19,1766
25769,2018-11-30,2018,11,30,20,1336
25770,2018-11-30,2018,11,30,21,1249
25771,2018-11-30,2018,11,30,22,1245
25772,2018-11-30,2018,11,30,23,1024
25773,2018-12-01,2018,12,01,00,1100
25774,2018-12-01,2018,12,01,01,1039
25775,2018-12-01,2018,12,01,02,789
25776,2018-12-01,2018,12,01,03,575
25777,2018-12-01,2018,12,01,04,324
25778,2018-12-01,2018,12,01,05,199
25779,2018-12-01,2018,12,01,06,208
25780,2018-12-01,2018,12,01,07,366
25781,2018-12-01,2018,12,01,08,696
25782,2018-12-01,2018,12,01,09,803
25783,2018-12-01,2018,12,01,10,966
25784,2018-12-01,2018,12,01,11,1167
25785,2018-12-01,2018,12,01,12,1302
25786,2018-12-01,2018,12,01,13,1565
25787,2018-12-01,2018,12,01,14,1687
25788,2018-12-01,2018,12,01,15,1722
25789,2018-12-01,2018,12,01,16,1709
25790,2018-12-01,2018,12,01,17,1678
25791,2018-12-01,2018,12,01,18,1412
25792,2018-12-01,2018,12,01,19,1146
25793,2018-12-01,2018,12,01,20,981
25794,2018-12-01,2018,12,01,21,1076
25795,2018-12-01,2018,12,01,22,1083
25796,2018-12-01,2018,12,01,23,894
25797,2018-12-02,2018,12,02,00,1074
25798,2018-12-02,2018,12,02,01,859
25799,2018-12-02,2018,12,02,02,644
25800,2018-12-02,2018,12,02,03,456
25801,2018-12-02,2018,12,02,04,234
25802,2018-12-02,2018,12,02,05,134
25803,2018-12-02,2018,12,02,06,150
25804,2018-12-02,2018,12,02,07,251
25805,2018-12-02,2018,12,02,08,482
25806,2018-12-02,2018,12,02,09,607
25807,2018-12-02,2018,12,02,10,791
25808,2018-12-02,2018,12,02,11,872
25809,2018-12-02,2018,12,02,12,1179
25810,2018-12-02,2018,12,02,13,1378
25811,2018-12-02,2018,12,02,14,1512
25812,2018-12-02,2018,12,02,15,1577
25813,2018-12-02,2018,12,02,16,1793
25814,2018-12-02,2018,12,02,17,1642
25815,2018-12-02,2018,12,02,18,1482
25816,2018-12-02,2018,12,02,19,1247
25817,2018-12-02,2018,12,02,20,1217
25818,2018-12-02,2018,12,02,21,1240
25819,2018-12-02,2018,12,02,22,1160
25820,2018-12-02,2018,12,02,23,932
25821,2018-12-03,2018,12,03,00,841
25822,2018-12-03,2018,12,03,01,548
25823,2018-12-03,2018,12,03,02,357
25824,2018-12-03,2018,12,03,03,244
25825,2018-12-03,2018,12,03,04,191
25826,2018-12-03,2018,12,03,05,87
25827,2018-12-03,2018,12,03,06,33
25828,2018-12-03,2018,12,03,07,340
25829,2018-12-03,2018,12,03,08,1425
25830,2018-12-03,2018,12,03,09,388
25831,2018-12-03,2018,12,03,10,210
25832,2018-12-03,2018,12,03,11,146
25833,2018-12-03,2018,12,03,12,144
25834,2018-12-03,2018,12,03,13,220
25835,2018-12-03,2018,12,03,14,158
25836,2018-12-03,2018,12,03,15,159
25837,2018-12-03,2018,12,03,16,321
25838,2018-12-03,2018,12,03,17,553
25839,2018-12-03,2018,12,03,18,1105
25840,2018-12-03,2018,12,03,19,677
25841,2018-12-03,2018,12,03,20,445
25842,2018-12-03,2018,12,03,21,665
25843,2018-12-03,2018,12,03,22,720
25844,2018-12-03,2018,12,03,23,592
25845,2018-12-04,2018,12,04,00,670
25846,2018-12-04,2018,12,04,01,652
25847,2018-12-04,2018,12,04,02,329
25848,2018-12-04,2018,12,04,03,90
25849,2018-12-04,2018,12,04,04,33
25850,2018-12-04,2018,12,04,05,17
25851,2018-12-04,2018,12,04,06,43
25852,2018-12-04,2018,12,04,07,331
25853,2018-12-04,2018,12,04,08,503
25854,2018-12-04,2018,12,04,09,619
25855,2018-12-04,2018,12,04,10,567
25856,2018-12-04,2018,12,04,11,720
25857,2018-12-04,2018,12,04,12,899
25858,2018-12-04,2018,12,04,13,971
25859,2018-12-04,2018,12,04,14,1092
25860,2018-12-04,2018,12,04,15,1045
25861,2018-12-04,2018,12,04,16,1406
25862,2018-12-04,2018,12,04,17,1777
25863,2018-12-04,2018,12,04,18,2512
25864,2018-12-04,2018,12,04,19,1507
25865,2018-12-04,2018,12,04,20,1178
25866,2018-12-04,2018,12,04,21,1092
25867,2018-12-04,2018,12,04,22,1122
25868,2018-12-04,2018,12,04,23,751
25869,2018-12-05,2018,12,05,00,701
25870,2018-12-05,2018,12,05,01,621
25871,2018-12-05,2018,12,05,02,444
25872,2018-12-05,2018,12,05,03,271
25873,2018-12-05,2018,12,05,04,166
25874,2018-12-05,2018,12,05,05,170
25875,2018-12-05,2018,12,05,06,407
25876,2018-12-05,2018,12,05,07,977
25877,2018-12-05,2018,12,05,08,2341
25878,2018-12-05,2018,12,05,09,1067
25879,2018-12-05,2018,12,05,10,739
25880,2018-12-05,2018,12,05,11,836
25881,2018-12-05,2018,12,05,12,954
25882,2018-12-05,2018,12,05,13,976
25883,2018-12-05,2018,12,05,14,950
25884,2018-12-05,2018,12,05,15,923
25885,2018-12-05,2018,12,05,16,1147
25886,2018-12-05,2018,12,05,17,1531
25887,2018-12-05,2018,12,05,18,2402
25888,2018-12-05,2018,12,05,19,1477
25889,2018-12-05,2018,12,05,20,1176
25890,2018-12-05,2018,12,05,21,1100
25891,2018-12-05,2018,12,05,22,1171
25892,2018-12-05,2018,12,05,23,873
25893,2018-12-06,2018,12,06,00,748
25894,2018-12-06,2018,12,06,01,737
25895,2018-12-06,2018,12,06,02,483
25896,2018-12-06,2018,12,06,03,324
25897,2018-12-06,2018,12,06,04,170
25898,2018-12-06,2018,12,06,05,182
25899,2018-12-06,2018,12,06,06,426
25900,2018-12-06,2018,12,06,07,1024
25901,2018-12-06,2018,12,06,08,2298
25902,2018-12-06,2018,12,06,09,1116
25903,2018-12-06,2018,12,06,10,786
25904,2018-12-06,2018,12,06,11,909
25905,2018-12-06,2018,12,06,12,956
25906,2018-12-06,2018,12,06,13,1048
25907,2018-12-06,2018,12,06,14,1029
25908,2018-12-06,2018,12,06,15,1021
25909,2018-12-06,2018,12,06,16,1263
25910,2018-12-06,2018,12,06,17,1623
25911,2018-12-06,2018,12,06,18,2396
25912,2018-12-06,2018,12,06,19,1387
25913,2018-12-06,2018,12,06,20,1088
25914,2018-12-06,2018,12,06,21,999
25915,2018-12-06,2018,12,06,22,965
25916,2018-12-06,2018,12,06,23,700
25917,2018-12-07,2018,12,07,00,633
25918,2018-12-07,2018,12,07,01,535
25919,2018-12-07,2018,12,07,02,384
25920,2018-12-07,2018,12,07,03,226
25921,2018-12-07,2018,12,07,04,135
25922,2018-12-07,2018,12,07,05,119
25923,2018-12-07,2018,12,07,06,301
25924,2018-12-07,2018,12,07,07,658
25925,2018-12-07,2018,12,07,08,1672
25926,2018-12-07,2018,12,07,09,804
25927,2018-12-07,2018,12,07,10,515
25928,2018-12-07,2018,12,07,11,556
25929,2018-12-07,2018,12,07,12,596
25930,2018-12-07,2018,12,07,13,620
25931,2018-12-07,2018,12,07,14,581
25932,2018-12-07,2018,12,07,15,653
25933,2018-12-07,2018,12,07,16,724
25934,2018-12-07,2018,12,07,17,958
25935,2018-12-07,2018,12,07,18,1379
25936,2018-12-07,2018,12,07,19,851
25937,2018-12-07,2018,12,07,20,578
25938,2018-12-07,2018,12,07,21,534
25939,2018-12-07,2018,12,07,22,530
25940,2018-12-07,2018,12,07,23,435
25941,2018-12-08,2018,12,08,00,450
25942,2018-12-08,2018,12,08,01,497
25943,2018-12-08,2018,12,08,02,344
25944,2018-12-08,2018,12,08,03,276
25945,2018-12-08,2018,12,08,04,165
25946,2018-12-08,2018,12,08,05,103
25947,2018-12-08,2018,12,08,06,108
25948,2018-12-08,2018,12,08,07,191
25949,2018-12-08,2018,12,08,08,323
25950,2018-12-08,2018,12,08,09,430
25951,2018-12-08,2018,12,08,10,430
25952,2018-12-08,2018,12,08,11,502
25953,2018-12-08,2018,12,08,12,550
25954,2018-12-08,2018,12,08,13,617
25955,2018-12-08,2018,12,08,14,568
25956,2018-12-08,2018,12,08,15,602
25957,2018-12-08,2018,12,08,16,635
25958,2018-12-08,2018,12,08,17,603
25959,2018-12-08,2018,12,08,18,517
25960,2018-12-08,2018,12,08,19,438
25961,2018-12-08,2018,12,08,20,356
25962,2018-12-08,2018,12,08,21,371
25963,2018-12-08,2018,12,08,22,348
25964,2018-12-08,2018,12,08,23,318
25965,2018-12-09,2018,12,09,00,366
25966,2018-12-09,2018,12,09,01,329
25967,2018-12-09,2018,12,09,02,253
25968,2018-12-09,2018,12,09,03,178
25969,2018-12-09,2018,12,09,04,129
25970,2018-12-09,2018,12,09,05,59
25971,2018-12-09,2018,12,09,06,68
25972,2018-12-09,2018,12,09,07,142
25973,2018-12-09,2018,12,09,08,219
25974,2018-12-09,2018,12,09,09,265
25975,2018-12-09,2018,12,09,10,356
25976,2018-12-09,2018,12,09,11,384
25977,2018-12-09,2018,12,09,12,490
25978,2018-12-09,2018,12,09,13,526
25979,2018-12-09,2018,12,09,14,576
25980,2018-12-09,2018,12,09,15,606
25981,2018-12-09,2018,12,09,16,577
25982,2018-12-09,2018,12,09,17,591
25983,2018-12-09,2018,12,09,18,524
25984,2018-12-09,2018,12,09,19,450
25985,2018-12-09,2018,12,09,20,390
25986,2018-12-09,2018,12,09,21,408
25987,2018-12-09,2018,12,09,22,439
25988,2018-12-09,2018,12,09,23,368
25989,2018-12-10,2018,12,10,00,358
25990,2018-12-10,2018,12,10,01,244
25991,2018-12-10,2018,12,10,02,177
25992,2018-12-10,2018,12,10,03,126
25993,2018-12-10,2018,12,10,04,111
25994,2018-12-10,2018,12,10,05,138
25995,2018-12-10,2018,12,10,06,323
25996,2018-12-10,2018,12,10,07,721
25997,2018-12-10,2018,12,10,08,1720
25998,2018-12-10,2018,12,10,09,788
25999,2018-12-10,2018,12,10,10,538
26000,2018-12-10,2018,12,10,11,571
26001,2018-12-10,2018,12,10,12,713
26002,2018-12-10,2018,12,10,13,791
26003,2018-12-10,2018,12,10,14,891
26004,2018-12-10,2018,12,10,15,830
26005,2018-12-10,2018,12,10,16,992
26006,2018-12-10,2018,12,10,17,1216
26007,2018-12-10,2018,12,10,18,1942
26008,2018-12-10,2018,12,10,19,1231
26009,2018-12-10,2018,12,10,20,957
26010,2018-12-10,2018,12,10,21,879
26011,2018-12-10,2018,12,10,22,946
26012,2018-12-10,2018,12,10,23,649
26013,2018-12-11,2018,12,11,00,604
26014,2018-12-11,2018,12,11,01,566
26015,2018-12-11,2018,12,11,02,418
26016,2018-12-11,2018,12,11,03,255
26017,2018-12-11,2018,12,11,04,180
26018,2018-12-11,2018,12,11,05,167
26019,2018-12-11,2018,12,11,06,401
26020,2018-12-11,2018,12,11,07,877
26021,2018-12-11,2018,12,11,08,2111
26022,2018-12-11,2018,12,11,09,945
26023,2018-12-11,2018,12,11,10,635
26024,2018-12-11,2018,12,11,11,718
26025,2018-12-11,2018,12,11,12,789
26026,2018-12-11,2018,12,11,13,767
26027,2018-12-11,2018,12,11,14,846
26028,2018-12-11,2018,12,11,15,837
26029,2018-12-11,2018,12,11,16,990
26030,2018-12-11,2018,12,11,17,1368
26031,2018-12-11,2018,12,11,18,2198
26032,2018-12-11,2018,12,11,19,1334
26033,2018-12-11,2018,12,11,20,1061
26034,2018-12-11,2018,12,11,21,991
26035,2018-12-11,2018,12,11,22,977
26036,2018-12-11,2018,12,11,23,654
26037,2018-12-12,2018,12,12,00,631
26038,2018-12-12,2018,12,12,01,591
26039,2018-12-12,2018,12,12,02,380
26040,2018-12-12,2018,12,12,03,280
26041,2018-12-12,2018,12,12,04,161
26042,2018-12-12,2018,12,12,05,171
26043,2018-12-12,2018,12,12,06,375
26044,2018-12-12,2018,12,12,07,870
26045,2018-12-12,2018,12,12,08,1985
26046,2018-12-12,2018,12,12,09,958
26047,2018-12-12,2018,12,12,10,618
26048,2018-12-12,2018,12,12,11,685
26049,2018-12-12,2018,12,12,12,740
26050,2018-12-12,2018,12,12,13,783
26051,2018-12-12,2018,12,12,14,838
26052,2018-12-12,2018,12,12,15,744
26053,2018-12-12,2018,12,12,16,880
26054,2018-12-12,2018,12,12,17,1184
26055,2018-12-12,2018,12,12,18,1939
26056,2018-12-12,2018,12,12,19,1131
26057,2018-12-12,2018,12,12,20,905
26058,2018-12-12,2018,12,12,21,894
26059,2018-12-12,2018,12,12,22,844
26060,2018-12-12,2018,12,12,23,622
26061,2018-12-13,2018,12,13,00,638
26062,2018-12-13,2018,12,13,01,617
26063,2018-12-13,2018,12,13,02,401
26064,2018-12-13,2018,12,13,03,290
26065,2018-12-13,2018,12,13,04,195
26066,2018-12-13,2018,12,13,05,140
26067,2018-12-13,2018,12,13,06,315
26068,2018-12-13,2018,12,13,07,623
26069,2018-12-13,2018,12,13,08,873
26070,2018-12-13,2018,12,13,09,258
26071,2018-12-13,2018,12,13,10,111
26072,2018-12-13,2018,12,13,11,158
26073,2018-12-13,2018,12,13,12,274
26074,2018-12-13,2018,12,13,13,395
26075,2018-12-13,2018,12,13,14,473
26076,2018-12-13,2018,12,13,15,534
26077,2018-12-13,2018,12,13,16,546
26078,2018-12-13,2018,12,13,17,803
26079,2018-12-13,2018,12,13,18,1122
26080,2018-12-13,2018,12,13,19,728
26081,2018-12-13,2018,12,13,20,592
26082,2018-12-13,2018,12,13,21,554
26083,2018-12-13,2018,12,13,22,578
26084,2018-12-13,2018,12,13,23,470
26085,2018-12-14,2018,12,14,00,488
26086,2018-12-14,2018,12,14,01,500
26087,2018-12-14,2018,12,14,02,352
26088,2018-12-14,2018,12,14,03,229
26089,2018-12-14,2018,12,14,04,147
26090,2018-12-14,2018,12,14,05,140
26091,2018-12-14,2018,12,14,06,251
26092,2018-12-14,2018,12,14,07,607
26093,2018-12-14,2018,12,14,08,1312
26094,2018-12-14,2018,12,14,09,661
26095,2018-12-14,2018,12,14,10,485
26096,2018-12-14,2018,12,14,11,533
26097,2018-12-14,2018,12,14,12,615
26098,2018-12-14,2018,12,14,13,597
26099,2018-12-14,2018,12,14,14,677
26100,2018-12-14,2018,12,14,15,705
26101,2018-12-14,2018,12,14,16,784
26102,2018-12-14,2018,12,14,17,999
26103,2018-12-14,2018,12,14,18,1382
26104,2018-12-14,2018,12,14,19,934
26105,2018-12-14,2018,12,14,20,650
26106,2018-12-14,2018,12,14,21,639
26107,2018-12-14,2018,12,14,22,647
26108,2018-12-14,2018,12,14,23,508
26109,2018-12-15,2018,12,15,00,566
26110,2018-12-15,2018,12,15,01,649
26111,2018-12-15,2018,12,15,02,519
26112,2018-12-15,2018,12,15,03,340
26113,2018-12-15,2018,12,15,04,185
26114,2018-12-15,2018,12,15,05,118
26115,2018-12-15,2018,12,15,06,122
26116,2018-12-15,2018,12,15,07,177
26117,2018-12-15,2018,12,15,08,359
26118,2018-12-15,2018,12,15,09,467
26119,2018-12-15,2018,12,15,10,509
26120,2018-12-15,2018,12,15,11,540
26121,2018-12-15,2018,12,15,12,656
26122,2018-12-15,2018,12,15,13,787
26123,2018-12-15,2018,12,15,14,799
26124,2018-12-15,2018,12,15,15,834
26125,2018-12-15,2018,12,15,16,819
26126,2018-12-15,2018,12,15,17,837
26127,2018-12-15,2018,12,15,18,708
26128,2018-12-15,2018,12,15,19,570
26129,2018-12-15,2018,12,15,20,494
26130,2018-12-15,2018,12,15,21,560
26131,2018-12-15,2018,12,15,22,575
26132,2018-12-15,2018,12,15,23,459
26133,2018-12-16,2018,12,16,00,583
26134,2018-12-16,2018,12,16,01,586
26135,2018-12-16,2018,12,16,02,472
26136,2018-12-16,2018,12,16,03,349
26137,2018-12-16,2018,12,16,04,192
26138,2018-12-16,2018,12,16,05,88
26139,2018-12-16,2018,12,16,06,105
26140,2018-12-16,2018,12,16,07,162
26141,2018-12-16,2018,12,16,08,263
26142,2018-12-16,2018,12,16,09,153
26143,2018-12-16,2018,12,16,10,265
26144,2018-12-16,2018,12,16,11,355
26145,2018-12-16,2018,12,16,12,453
26146,2018-12-16,2018,12,16,13,566
26147,2018-12-16,2018,12,16,14,651
26148,2018-12-16,2018,12,16,15,690
26149,2018-12-16,2018,12,16,16,714
26150,2018-12-16,2018,12,16,17,725
26151,2018-12-16,2018,12,16,18,683
26152,2018-12-16,2018,12,16,19,572
26153,2018-12-16,2018,12,16,20,531
26154,2018-12-16,2018,12,16,21,550
26155,2018-12-16,2018,12,16,22,546
26156,2018-12-16,2018,12,16,23,460
26157,2018-12-17,2018,12,17,00,291
26158,2018-12-17,2018,12,17,01,242
26159,2018-12-17,2018,12,17,02,188
26160,2018-12-17,2018,12,17,03,139
26161,2018-12-17,2018,12,17,04,122
26162,2018-12-17,2018,12,17,05,127
26163,2018-12-17,2018,12,17,06,291
26164,2018-12-17,2018,12,17,07,669
26165,2018-12-17,2018,12,17,08,1610
26166,2018-12-17,2018,12,17,09,752
26167,2018-12-17,2018,12,17,10,534
26168,2018-12-17,2018,12,17,11,624
26169,2018-12-17,2018,12,17,12,656
26170,2018-12-17,2018,12,17,13,745
26171,2018-12-17,2018,12,17,14,830
26172,2018-12-17,2018,12,17,15,792
26173,2018-12-17,2018,12,17,16,963
26174,2018-12-17,2018,12,17,17,1179
26175,2018-12-17,2018,12,17,18,1967
26176,2018-12-17,2018,12,17,19,1233
26177,2018-12-17,2018,12,17,20,955
26178,2018-12-17,2018,12,17,21,943
26179,2018-12-17,2018,12,17,22,880
26180,2018-12-17,2018,12,17,23,619
26181,2018-12-18,2018,12,18,00,598
26182,2018-12-18,2018,12,18,01,592
26183,2018-12-18,2018,12,18,02,426
26184,2018-12-18,2018,12,18,03,303
26185,2018-12-18,2018,12,18,04,186
26186,2018-12-18,2018,12,18,05,171
26187,2018-12-18,2018,12,18,06,364
26188,2018-12-18,2018,12,18,07,885
26189,2018-12-18,2018,12,18,08,1863
26190,2018-12-18,2018,12,18,09,951
26191,2018-12-18,2018,12,18,10,628
26192,2018-12-18,2018,12,18,11,728
26193,2018-12-18,2018,12,18,12,812
26194,2018-12-18,2018,12,18,13,777
26195,2018-12-18,2018,12,18,14,897
26196,2018-12-18,2018,12,18,15,906
26197,2018-12-18,2018,12,18,16,1063
26198,2018-12-18,2018,12,18,17,1357
26199,2018-12-18,2018,12,18,18,2099
26200,2018-12-18,2018,12,18,19,1293
26201,2018-12-18,2018,12,18,20,1026
26202,2018-12-18,2018,12,18,21,1092
26203,2018-12-18,2018,12,18,22,1057
26204,2018-12-18,2018,12,18,23,737
26205,2018-12-19,2018,12,19,00,687
26206,2018-12-19,2018,12,19,01,682
26207,2018-12-19,2018,12,19,02,497
26208,2018-12-19,2018,12,19,03,339
26209,2018-12-19,2018,12,19,04,237
26210,2018-12-19,2018,12,19,05,177
26211,2018-12-19,2018,12,19,06,356
26212,2018-12-19,2018,12,19,07,907
26213,2018-12-19,2018,12,19,08,1984
26214,2018-12-19,2018,12,19,09,960
26215,2018-12-19,2018,12,19,10,685
26216,2018-12-19,2018,12,19,11,772
26217,2018-12-19,2018,12,19,12,885
26218,2018-12-19,2018,12,19,13,902
26219,2018-12-19,2018,12,19,14,919
26220,2018-12-19,2018,12,19,15,1027
26221,2018-12-19,2018,12,19,16,1166
26222,2018-12-19,2018,12,19,17,1425
26223,2018-12-19,2018,12,19,18,2177
26224,2018-12-19,2018,12,19,19,1353
26225,2018-12-19,2018,12,19,20,1042
26226,2018-12-19,2018,12,19,21,1028
26227,2018-12-19,2018,12,19,22,940
26228,2018-12-19,2018,12,19,23,724
26229,2018-12-20,2018,12,20,00,717
26230,2018-12-20,2018,12,20,01,663
26231,2018-12-20,2018,12,20,02,500
26232,2018-12-20,2018,12,20,03,343
26233,2018-12-20,2018,12,20,04,207
26234,2018-12-20,2018,12,20,05,194
26235,2018-12-20,2018,12,20,06,373
26236,2018-12-20,2018,12,20,07,916
26237,2018-12-20,2018,12,20,08,2099
26238,2018-12-20,2018,12,20,09,1050
26239,2018-12-20,2018,12,20,10,716
26240,2018-12-20,2018,12,20,11,841
26241,2018-12-20,2018,12,20,12,881
26242,2018-12-20,2018,12,20,13,990
26243,2018-12-20,2018,12,20,14,1019
26244,2018-12-20,2018,12,20,15,1063
26245,2018-12-20,2018,12,20,16,1233
26246,2018-12-20,2018,12,20,17,1499
26247,2018-12-20,2018,12,20,18,2185
26248,2018-12-20,2018,12,20,19,1275
26249,2018-12-20,2018,12,20,20,1088
26250,2018-12-20,2018,12,20,21,1088
26251,2018-12-20,2018,12,20,22,1065
26252,2018-12-20,2018,12,20,23,765
26253,2018-12-21,2018,12,21,00,875
26254,2018-12-21,2018,12,21,01,1109
26255,2018-12-21,2018,12,21,02,796
26256,2018-12-21,2018,12,21,03,489
26257,2018-12-21,2018,12,21,04,249
26258,2018-12-21,2018,12,21,05,192
26259,2018-12-21,2018,12,21,06,377
26260,2018-12-21,2018,12,21,07,840
26261,2018-12-21,2018,12,21,08,1974
26262,2018-12-21,2018,12,21,09,948
26263,2018-12-21,2018,12,21,10,723
26264,2018-12-21,2018,12,21,11,827
26265,2018-12-21,2018,12,21,12,884
26266,2018-12-21,2018,12,21,13,940
26267,2018-12-21,2018,12,21,14,952
26268,2018-12-21,2018,12,21,15,1019
26269,2018-12-21,2018,12,21,16,1170
26270,2018-12-21,2018,12,21,17,1516
26271,2018-12-21,2018,12,21,18,2137
26272,2018-12-21,2018,12,21,19,1345
26273,2018-12-21,2018,12,21,20,1030
26274,2018-12-21,2018,12,21,21,988
26275,2018-12-21,2018,12,21,22,1001
26276,2018-12-21,2018,12,21,23,921
26277,2018-12-22,2018,12,22,00,73
26278,2018-12-22,2018,12,22,01,718
26279,2018-12-22,2018,12,22,02,841
26280,2018-12-22,2018,12,22,03,619
26281,2018-12-22,2018,12,22,04,330
26282,2018-12-22,2018,12,22,05,164
26283,2018-12-22,2018,12,22,06,172
26284,2018-12-22,2018,12,22,07,306
26285,2018-12-22,2018,12,22,08,511
26286,2018-12-22,2018,12,22,09,593
26287,2018-12-22,2018,12,22,10,680
26288,2018-12-22,2018,12,22,11,790
26289,2018-12-22,2018,12,22,12,938
26290,2018-12-22,2018,12,22,13,981
26291,2018-12-22,2018,12,22,14,1128
26292,2018-12-22,2018,12,22,15,1179
26293,2018-12-22,2018,12,22,16,1254
26294,2018-12-22,2018,12,22,17,1111
26295,2018-12-22,2018,12,22,18,921
26296,2018-12-22,2018,12,22,19,775
26297,2018-12-22,2018,12,22,20,773
26298,2018-12-22,2018,12,22,21,756
26299,2018-12-22,2018,12,22,22,745
26300,2018-12-22,2018,12,22,23,679
26301,2018-12-23,2018,12,23,00,817
26302,2018-12-23,2018,12,23,01,639
26303,2018-12-23,2018,12,23,02,567
26304,2018-12-23,2018,12,23,03,419
26305,2018-12-23,2018,12,23,04,248
26306,2018-12-23,2018,12,23,05,118
26307,2018-12-23,2018,12,23,06,126
26308,2018-12-23,2018,12,23,07,192
26309,2018-12-23,2018,12,23,08,337
26310,2018-12-23,2018,12,23,09,435
26311,2018-12-23,2018,12,23,10,475
26312,2018-12-23,2018,12,23,11,643
26313,2018-12-23,2018,12,23,12,735
26314,2018-12-23,2018,12,23,13,868
26315,2018-12-23,2018,12,23,14,935
26316,2018-12-23,2018,12,23,15,976
26317,2018-12-23,2018,12,23,16,977
26318,2018-12-23,2018,12,23,17,850
